review_id,product_name,reviewer_name,rating,review_text,platform,clean_review,vader_sentiment,vader_score,textblob_sentiment,textblob_score,true_sentiment
583,Running Shoes,Isha,2,"Really bad Running Shoes, would not recommend to anyone.",Flipkart,really bad running shoe would not recommend anyone,negative,-0.7098,negative,-0.6999999999999998,negative
584,Power Bank 10000mAh,Neha,1,"Really bad Power Bank 10000mAh, would not recommend to anyone. Customer support responded quickly.",Flipkart,really bad power bank mah would not recommend anyone customer support responded quickly,negative,-0.4944,negative,-0.18333333333333326,negative
585,Office Chair,Pooja,2,The Office Chair arrived damaged and customer service was unhelpful.,Flipkart,office chair arrived damaged customer service unhelpful,negative,-0.4404,neutral,0.0,negative
586,Air Fryer,Divya,2,"I regret buying this Air Fryer, it stopped functioning after few uses.",Amazon,regret buying air fryer stopped functioning us,negative,-0.5719,negative,-0.2,negative
587,LED Desk Lamp,Rohit,5,"This LED Desk Lamp is fantastic, exactly as described. Very satisfied customer. Shipping was quick.",Flipkart,led desk lamp fantastic exactly described satisfied customer shipping quick,positive,0.7713,positive,0.4083333333333333,positive
588,Wireless Mouse,Neha,2,"Terrible experience, the Wireless Mouse does not match the product description. Shipping was quick.",Amazon,terrible experience wireless mouse not match product description shipping quick,negative,-0.4767,negative,-0.33333333333333337,negative
589,Wireless Mouse,Isha,5,Amazing value for money. The Wireless Mouse looks premium and works great.,Amazon,amazing value money wireless mouse look premium work great,positive,0.8834,positive,0.7000000000000001,positive
590,Power Bank 10000mAh,Neha,1,"I regret buying this Power Bank 10000mAh, it stopped functioning after few uses.",Amazon,regret buying power bank mah stopped functioning us,negative,-0.5719,negative,-0.2,negative
591,Office Chair,Priya,5,"This Office Chair is fantastic, exactly as described. Very satisfied customer.",Amazon,office chair fantastic exactly described satisfied customer,positive,0.7713,positive,0.43333333333333335,positive
592,Power Bank 10000mAh,Pooja,5,"Perfect Power Bank 10000mAh for daily use, no issues at all after a month.",Amazon,perfect power bank mah daily use no issue month,positive,0.3612,positive,0.5,positive
593,Wireless Mouse,Rahul,2,"Not worth the price, this Wireless Mouse broke on the second day.",Amazon,not worth price wireless mouse broke second day,negative,-0.5371,neutral,-0.075,negative
594,Laptop Backpack,Isha,2,"Waste of money, the Laptop Backpack quality is really poor. Would consider buying again.",Flipkart,waste money laptop backpack quality really poor would consider buying,negative,-0.7346,negative,-0.30000000000000004,negative
595,Laptop Backpack,Vikram,4,"Very happy with this Laptop Backpack, will definitely buy again from this brand.",Amazon,happy laptop backpack definitely buy brand,positive,0.7713,positive,0.5,positive
596,Laptop Backpack,Nisha,3,"The Laptop Backpack is okay, does the job but nothing special.",Flipkart,laptop backpack okay job nothing special,negative,-0.3479,positive,0.4285714285714286,neutral
597,Kitchen Mixer Grinder,Suresh,2,"Really bad Kitchen Mixer Grinder, would not recommend to anyone.",Amazon,really bad kitchen mixer grinder would not recommend anyone,negative,-0.7098,negative,-0.6999999999999998,negative
598,Laptop Backpack,Isha,5,Impressed by the quality of the Laptop Backpack. Packaging was also very good.,Flipkart,impressed quality laptop backpack packaging also good,positive,0.7425,positive,0.955,positive
599,Smartphone Back Cover,Neha,5,"Superb product! The Smartphone Back Cover exceeded my expectations, five stars.",Amazon,superb product smartphone back cover exceeded expectation five star,positive,0.6588,positive,0.5,positive
600,Wireless Mouse,Manoj,1,Delivery was late and the Wireless Mouse was defective on arrival. Would consider buying again.,Amazon,delivery late wireless mouse defective arrival would consider buying,negative,-0.4404,negative,-0.3,negative
